doc_id,gt_types,pred_main,pred_subs,pred_set,main_hit,exact_set_match,jaccard,missing_from_pred,extra_in_pred,gt_has_label,pred_has_label,source_file
0978,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\0978.json
0979,,방임,성학대,방임|성학대,0,0,0.0,,방임|성학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\0979.json
0980,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\0980.json
0981,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\0981.json
0982,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\0982.json
0984,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\0984.json
0985,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\0985.json
0987,신체학대,신체학대,방임,방임|신체학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\0987.json
0988,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\0988.json
0989,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\0989.json
0990,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\0990.json
0991,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\0991.json
0992,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\0992.json
0993,,정서학대,방임|정서학대,방임|정서학대,0,0,0.0,,방임|정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\0993.json
0994,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\0994.json
0995,정서학대,정서학대,방임,방임|정서학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\0995.json
0996,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\0996.json
0997,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\0997.json
0998,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\0998.json
1000,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1000.json
1001,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1001.json
1002,정서학대,정서학대,신체학대,신체학대|정서학대,1,0,0.5,,신체학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1002.json
1003,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1003.json
1005,방임,방임,정서학대,방임|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1005.json
1006,정서학대,정서학대,방임,방임|정서학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1006.json
1007,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1007.json
1008,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1008.json
1009,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1009.json
1010,,정서학대,,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1010.json
1012,정서학대,성학대,신체학대|정서학대,성학대|신체학대|정서학대,0,0,0.3333333333333333,,성학대|신체학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1012.json
1013,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1013.json
1015,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1015.json
1016,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1016.json
1017,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1017.json
1018,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1018.json
1019,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1019.json
1020,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1020.json
1022,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1022.json
1023,정서학대,신체학대,정서학대,신체학대|정서학대,0,0,0.5,,신체학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1023.json
1024,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1024.json
1025,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1025.json
1026,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1026.json
1027,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1027.json
1028,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1028.json
1029,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1029.json
1030,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1030.json
1032,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1032.json
1033,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1033.json
1035,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1035.json
1036,성학대,성학대,정서학대,성학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1036.json
1037,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1037.json
1038,,방임,정서학대,방임|정서학대,0,0,0.0,,방임|정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1038.json
1039,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1039.json
1040,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1040.json
1041,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1041.json
1042,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1042.json
1043,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1043.json
1044,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1044.json
1046,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1046.json
1047,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1047.json
1048,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1048.json
1049,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1049.json
1051,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1051.json
1052,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1052.json
1053,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1053.json
1058,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1058.json
1059,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1059.json
1060,신체학대,신체학대,방임,방임|신체학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1060.json
1061,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1061.json
1062,방임,방임,정서학대,방임|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1062.json
1063,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1063.json
1064,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1064.json
1065,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1065.json
1066,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1066.json
1067,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1067.json
1068,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1068.json
1070,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1070.json
1072,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1072.json
1074,,방임,,방임,0,0,0.0,,방임,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1074.json
1076,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1076.json
1078,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1078.json
1079,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1079.json
1082,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1082.json
1085,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1085.json
1086,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1086.json
1087,신체학대,정서학대,신체학대|정서학대,신체학대|정서학대,0,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1087.json
1088,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1088.json
1089,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1089.json
1090,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1090.json
1091,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1091.json
1093,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1093.json
1094,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1094.json
1095,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1095.json
1096,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1096.json
1097,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1097.json
1098,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1098.json
1099,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1099.json
1100,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1100.json
1101,성학대,성학대,정서학대,성학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1101.json
1103,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1103.json
1104,,방임,,방임,0,0,0.0,,방임,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1104.json
1105,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1105.json
1106,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1106.json
1107,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1107.json
1109,,정서학대,,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1109.json
1110,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1110.json
1111,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1111.json
1112,성학대,성학대,방임,방임|성학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1112.json
1114,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1114.json
1115,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1115.json
1116,성학대,성학대,정서학대,성학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1116.json
1117,신체학대,신체학대,방임,방임|신체학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1117.json
1118,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1118.json
1119,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1119.json
1120,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1120.json
1121,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1121.json
1122,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1122.json
1123,,정서학대,,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1123.json
1124,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1124.json
1125,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1125.json
1126,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1126.json
1127,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1127.json
1128,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1128.json
1133,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1133.json
1135,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1135.json
1136,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1136.json
1138,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1138.json
1141,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1141.json
1142,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1142.json
1143,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1143.json
1144,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1144.json
1145,정서학대,정서학대,방임,방임|정서학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1145.json
1146,,성학대,,성학대,0,0,0.0,,성학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1146.json
1147,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1147.json
1148,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1148.json
1151,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1151.json
1152,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1152.json
1154,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1154.json
1155,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1155.json
1156,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1156.json
1157,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1157.json
1158,,정서학대,,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1158.json
1159,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1159.json
1160,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1160.json
1161,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1161.json
1162,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1162.json
1163,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1163.json
1164,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1164.json
1165,,정서학대,정서학대,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1165.json
1166,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1166.json
1167,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1167.json
1168,,신체학대,,신체학대,0,0,0.0,,신체학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1168.json
1169,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1169.json
1170,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1170.json
1171,,정서학대,,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1171.json
1172,방임,방임,정서학대,방임|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1172.json
1173,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1173.json
1174,방임,방임,,방임,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1174.json
1175,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1175.json
1176,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1176.json
1178,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1178.json
1179,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1179.json
1180,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1180.json
1181,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1181.json
1182,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1182.json
1183,정서학대,신체학대,방임|정서학대,방임|신체학대|정서학대,0,0,0.3333333333333333,,방임|신체학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1183.json
1184,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1184.json
1185,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1185.json
1186,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1186.json
1187,,방임,,방임,0,0,0.0,,방임,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1187.json
1191,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1191.json
1192,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1192.json
1193,,방임,,방임,0,0,0.0,,방임,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1193.json
1194,방임,방임,정서학대,방임|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1194.json
1195,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1195.json
1196,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1196.json
1197,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1197.json
1198,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1198.json
1199,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1199.json
1200,정서학대,정서학대,방임|신체학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|신체학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1200.json
1201,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1201.json
1202,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1202.json
1209,신체학대,방임,신체학대,방임|신체학대,0,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1209.json
1210,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1210.json
1212,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1212.json
1214,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1214.json
1215,방임,신체학대,방임,방임|신체학대,0,0,0.5,,신체학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1215.json
1216,,정서학대,,정서학대,0,0,0.0,,정서학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1216.json
1217,신체학대,신체학대,성학대|정서학대,성학대|신체학대|정서학대,1,0,0.3333333333333333,,성학대|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1217.json
1218,신체학대,신체학대,방임|성학대|정서학대,방임|성학대|신체학대|정서학대,1,0,0.25,,방임|성학대|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1218.json
1219,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1219.json
1220,,성학대,,성학대,0,0,0.0,,성학대,0,1,C:\Users\todtj\PycharmProjects\Childeren\data\1220.json
1221,방임,방임,정서학대,방임|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1221.json
1222,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1222.json
1223,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1223.json
1224,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1224.json
1225,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1225.json
1226,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1226.json
1227,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1227.json
1228,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1228.json
1229,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1229.json
1231,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1231.json
1232,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1232.json
1234,성학대,성학대,,성학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1234.json
1235,정서학대,정서학대,정서학대,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1235.json
1236,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1236.json
1237,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1237.json
1239,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1239.json
1240,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1240.json
1241,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1241.json
1242,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1242.json
1243,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1243.json
1244,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1244.json
1245,신체학대,신체학대,방임,방임|신체학대,1,0,0.5,,방임,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1245.json
1246,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1246.json
1248,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1248.json
1249,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1249.json
1250,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1250.json
1251,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1251.json
1252,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1252.json
1254,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1254.json
1256,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1256.json
1262,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1262.json
1264,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1264.json
1265,성학대,성학대,방임|신체학대|정서학대,방임|성학대|신체학대|정서학대,1,0,0.25,,방임|신체학대|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1265.json
1266,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1266.json
1267,신체학대,신체학대,정서학대,신체학대|정서학대,1,0,0.5,,정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1267.json
1268,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1268.json
1269,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1269.json
1270,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1270.json
1272,성학대,성학대,방임|정서학대,방임|성학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1272.json
1273,신체학대,신체학대,,신체학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1273.json
1274,,,,,0,0,,,,0,0,C:\Users\todtj\PycharmProjects\Childeren\data\1274.json
1275,정서학대,정서학대,,정서학대,1,1,1.0,,,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1275.json
1276,신체학대,신체학대,방임|정서학대,방임|신체학대|정서학대,1,0,0.3333333333333333,,방임|정서학대,1,1,C:\Users\todtj\PycharmProjects\Childeren\data\1276.json
